Cust No.,First Name,Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Num Of Policies,Credit Card,Active Member,Salary,Exited
2045,Lucia,Fang,487,France,Male,45,2,,2,Yes,No,77476,0
2046,Robert,Dellucci,668,France,Female,31,9,,2,No,No,41292,0
2047,Victoria,Chou,520,Germany,Male,34,8,120018.86,2,Yes,Yes,343,0
2048,Adison,Conti,549,France,Male,37,2,112541.54,2,No,No,47432,0
2049,Alissa,Roberts,567,France,Female,35,5,166118.45,2,Yes,No,127827,0
2050,Cherry,Lo Duca,720,France,Female,45,1,102882.4,2,Yes,Yes,35633,1
2051,Adele,Glover,492,France,Female,49,8,,1,Yes,Yes,182865,1
2052,Vanessa,Johnstone,712,France,Female,37,1,106881.5,2,No,No,169387,0
2053,Leonardo,Ashton,689,Germany,Male,26,4,120727.97,1,No,Yes,149074,0
2054,Daryl,Melton,850,France,Male,63,8,169832.57,1,No,No,184107,1
2055,Fiona,Marshall,747,France,Male,41,5,,2,Yes,Yes,22750,0
2056,Melissa,Kenenna,469,Germany,Male,38,9,113599.42,1,No,No,11950,0
2057,Kellan,Zakharov,539,Spain,Male,38,6,,1,Yes,Yes,152880,1
2058,Carl,Chukwualuka,743,France,Male,32,9,,2,Yes,No,175253,0
2059,Kate,Chu,707,France,Male,47,3,,2,Yes,No,174303,0
2060,Chelsea,Capon,581,Spain,Female,50,4,,2,Yes,Yes,80702,0
2061,Carlos,Cattaneo,737,Spain,Male,38,6,146282.79,2,Yes,No,198516,0
2062,Michelle,Patrick,445,Germany,Female,38,6,119413.62,2,Yes,No,175756,0
2063,Dale,Taylor,703,Germany,Female,29,3,122084.63,1,No,Yes,82824,0
2064,Arianna,Stephenson,588,Germany,Female,35,1,103060.63,1,Yes,No,179866,1
2065,Jasmine,Yeh,765,France,Male,44,6,,2,Yes,Yes,159900,0
2066,Dexter,DeRose,626,France,Male,33,8,,2,Yes,No,138504,0
2067,Carl,Vavilov,545,Germany,Male,37,9,110483.86,1,Yes,Yes,127395,0
2068,Adrian,Browne,744,France,Male,31,9,120718.28,1,Yes,Yes,58961,0
2069,Aida,Collingridge de Tourcey,658,Spain,Female,31,2,36566.96,1,Yes,No,103645,1
2070,Anna,Rowe,629,Germany,Male,28,8,108601,1,Yes,Yes,119648,0
2071,Heather,Jibunoh,719,France,Female,42,4,,1,Yes,No,28466,1
2072,Ted,Korovin,686,Spain,Female,36,5,,2,Yes,Yes,152979,0
2073,Stella,Hammonds,743,France,Male,36,4,,2,Yes,Yes,190911,0
2074,Arthur,Ward,626,Spain,Female,48,2,,2,Yes,Yes,95795,0
2075,Lucia,Olisanugo,661,Germany,Male,44,1,141136.62,1,Yes,No,189743,1
2076,Robert,Gallop,710,Germany,Male,45,9,108231.37,1,Yes,Yes,188574,0
2077,Victoria,Gartrell,654,France,Male,40,6,,1,No,No,183873,1
2078,Adison,K'ung,569,Spain,Female,34,6,144855.34,1,No,No,196555,0
2079,Alissa,Oluchi,640,France,Male,63,2,68432.45,2,Yes,Yes,112503,1
2080,Cherry,Jamieson,562,France,Male,45,6,136855.24,1,Yes,No,46864,0
2081,Adele,Barlow,721,France,Female,55,3,44020.89,1,Yes,No,65864,1
2082,Vanessa,White,456,Germany,Male,32,9,133060.63,1,Yes,Yes,125168,0
2083,Leonardo,Stewart,811,Spain,Male,39,7,,2,Yes,Yes,177519,0
2084,Daryl,Buccho,534,France,Male,24,1,,1,Yes,Yes,169653,0
2085,Fiona,Benson,423,France,Female,36,5,97665.61,1,Yes,No,118373,1
2086,Melissa,Thompson,594,Germany,Male,28,5,185013.02,1,Yes,No,16481,0
2087,Kellan,Todd,725,Spain,Female,32,0,,2,Yes,Yes,138525,0
2088,Carl,Burgin,716,France,Female,52,7,65971.61,2,Yes,No,14608,1
2089,Kate,Nnaife,595,Germany,Female,41,9,150463.11,2,No,Yes,81548,0
2090,Chelsea,Okwudiliolisa,679,France,Female,33,1,,2,No,No,69608,0
2091,Carlos,Johnson,667,Spain,Male,39,9,,2,Yes,No,68874,0
2092,Michelle,Parkes,661,France,Female,37,5,136425.18,1,Yes,No,81103,0
2093,Dale,Lo,655,Spain,Male,38,3,250898.09,3,No,Yes,81054,1
2094,Arianna,Martin,555,France,Male,55,4,146798.81,1,Yes,Yes,74150,0
2095,Jasmine,Kapustina,531,Spain,Male,70,1,,2,No,No,99503,0
2096,Dexter,Page,611,Germany,Female,40,7,128486.91,2,Yes,No,10109,0
2097,Carl,Amaechi,600,France,Female,38,9,,2,Yes,Yes,58856,0
2098,Adrian,Munro,531,Spain,Male,37,1,143407.29,2,No,Yes,84402,0
2099,Aida,Panicucci,601,France,Female,43,2,,1,Yes,No,49714,1
2100,Anna,Greathouse,548,France,Male,57,6,76165.65,1,Yes,Yes,133538,0
2101,Heather,Ts'ui,759,France,Male,40,4,,2,Yes,No,124616,0
2102,Ted,Napolitani,678,Spain,Female,49,8,,2,No,Yes,98091,0
2103,Dexter,Beers,755,Germany,Female,33,6,90560.3,2,Yes,Yes,42608,0
2104,Carl,Tretyakova,594,France,Male,61,3,62391.22,1,Yes,Yes,192434,0
2105,Adrian,Lin,768,France,Male,42,5,,3,No,No,60686,0
2106,Aida,Costa,492,France,Female,31,7,,2,Yes,Yes,49463,0
2107,Anna,Ibezimako,637,Germany,Female,55,1,123378.2,1,Yes,No,81432,1
2108,Heather,Marcelo,646,Spain,Female,42,3,99836.47,1,No,Yes,22910,0
2109,Ted,Hay,593,Germany,Male,74,5,161434.36,2,Yes,Yes,65532,0
2110,Stella,Moore,596,Spain,Male,41,5,,2,No,Yes,141054,0
2111,Arthur,Lumholtz,722,Germany,Female,48,10,138311.76,1,Yes,Yes,3473,1
2112,Lucia,Simpson,642,France,Male,25,7,,2,Yes,No,102084,0
2113,Robert,Hill,472,Spain,Female,28,4,,2,Yes,No,1802,0
2114,Victoria,Mouzon,738,Germany,Male,35,6,101744.84,1,No,No,85185,0
2115,Adison,Wu,732,Spain,Male,33,8,,1,Yes,No,119883,0
2116,Alissa,Pirozzi,404,Germany,Female,54,4,125456.07,1,Yes,No,83716,1
2117,Cherry,Ibeabuchi,701,France,Male,44,7,,2,Yes,No,23426,0
2118,Adele,Garnsey,683,France,Male,31,2,,2,No,Yes,77327,0
2119,Vanessa,Synnot,460,France,Female,27,7,,2,Yes,No,156150,1
2120,Leonardo,Wildman,690,France,Male,29,5,,2,Yes,No,108578,0
2121,Daryl,Anenechukwu,618,Germany,Female,54,4,118449.21,1,Yes,Yes,133573,1
2122,Fiona,Tai,671,France,Male,30,2,,1,No,Yes,102058,0
2123,Melissa,Plant,765,Spain,Female,32,9,178095.55,1,No,No,47248,0
2124,Kellan,Azubuike,651,Germany,Female,25,2,109175.14,2,Yes,No,114566,0
2125,Carl,Galkin,704,France,Male,32,7,127785.17,4,No,No,184465,1
2126,Kate,Johnston,544,France,Female,45,6,,2,No,Yes,151401,0
2127,Chelsea,Babbage,790,France,Female,40,9,,2,Yes,Yes,70607,0
2128,Carlos,Walker,710,Germany,Male,34,9,134260.36,2,Yes,No,147075,0
2129,Michelle,Rice,743,France,Male,37,8,69143.91,2,No,Yes,105780,0
2130,Dale,Norton,702,France,Male,34,4,100054.77,1,Yes,No,109496,0
2131,Arianna,Bogolyubov,704,France,Female,45,6,,1,Yes,Yes,137739,0
2132,Jasmine,Gibbons,614,France,Male,38,2,116248.88,1,Yes,No,105141,0
2133,Dexter,Chia,609,Spain,Female,43,6,86053.52,2,Yes,Yes,113276,1
2134,Carl,Smith,688,France,Female,32,6,123157.95,1,Yes,No,172531,0
2135,Adrian,Hunter,713,France,Male,44,1,63438.91,1,Yes,No,64375,0
2136,Aida,Ekechukwu,736,Germany,Male,57,9,95295.39,1,Yes,No,28434,1
2137,Anna,Bellucci,727,France,Male,18,4,133550.67,1,Yes,Yes,46941,0
2138,Heather,Ford,850,France,Female,38,1,106871.81,2,Yes,No,29333,0
2139,Ted,Scott,718,Spain,Male,45,3,105266.32,2,Yes,Yes,193725,0
2140,Stella,Gregson,643,France,Female,51,2,105229.53,1,Yes,No,34968,1
2141,Arthur,Moore,653,France,Male,41,8,102768.42,1,Yes,No,55664,0
2142,Lucia,Wallace,674,France,Male,18,7,,2,Yes,Yes,55753,1
2143,Robert,Cook,690,France,Male,35,6,112689.95,1,Yes,No,176962,0
2144,Victoria,Speth,819,France,Male,38,9,122334.26,2,Yes,Yes,181507,0
2145,Adison,Boag,634,Spain,Male,34,1,,2,Yes,No,61996,0
2146,Alissa,Grave,633,Spain,Male,33,4,137847.41,2,Yes,No,98349,0
2147,Cherry,Streeten,850,France,Male,49,5,122486.47,1,No,Yes,59748,0
2148,Adele,Fox,665,France,Male,33,2,101286.11,1,Yes,Yes,159841,0
2149,Vanessa,Artemyeva,630,Spain,Male,26,7,,2,Yes,Yes,6657,0
2150,Leonardo,Giordano,836,Spain,Male,57,4,101247.06,1,Yes,No,37142,1
2151,Daryl,Perkins,668,France,Male,38,10,86977.96,1,No,Yes,37095,0
2152,Fiona,Walton,753,France,Male,57,7,,1,Yes,No,159475,1
2153,Melissa,Hay,745,France,Female,55,9,110123.59,1,No,Yes,51548,1
2154,Kellan,Gardner,693,France,Male,36,8,178111.82,1,No,No,58720,1
2155,Carl,Milne,606,Germany,Male,65,10,126306.64,3,No,No,7862,1
2156,Kate,She,660,France,Female,35,6,100768.77,1,Yes,No,19200,0
2157,Chelsea,Hu,608,France,Male,42,5,,2,Yes,No,178504,0
2158,Carlos,Uwakwe,744,France,Female,44,3,,2,Yes,Yes,189016,0
2159,Michelle,Bird,731,France,Female,40,7,118991.79,1,Yes,Yes,156049,0
2160,Dale,Anderson,683,France,Male,72,3,140997.26,1,No,Yes,52876,0
2161,Arianna,Bellew,727,France,Male,28,5,,2,No,Yes,19653,0
2162,Jasmine,Cocci,561,Germany,Male,32,6,166824.59,1,Yes,No,139452,0
2163,Dexter,Krichauff,700,France,Female,34,2,76322.69,1,Yes,No,128136,0
2164,Carl,Cameron,605,France,Male,35,6,,2,Yes,Yes,45207,0
2165,Adrian,Becker,767,Spain,Male,77,8,149083.7,1,Yes,Yes,190147,0
2166,Aida,Ainsworth,511,France,Male,33,7,,2,No,Yes,158314,0
2167,Anna,Biryukov,667,France,Male,40,9,,1,Yes,Yes,96670,0
2168,Heather,Redding,787,France,Male,33,1,126588.81,2,No,Yes,62164,0
2169,Ted,Wood,705,Germany,Female,56,2,143249.67,1,Yes,No,88428,1
2170,Dexter,Scott,773,Germany,Male,43,8,81844.91,2,Yes,Yes,35908,0
2171,Carl,Gould,554,France,Male,40,4,,1,No,Yes,168780,0
2172,Adrian,Hao,526,Germany,Male,58,9,190298.89,2,Yes,Yes,191264,0
2173,Aida,Power,661,Germany,Male,35,2,117212.18,1,Yes,Yes,83052,0
2174,Anna,White,698,France,Female,46,0,,2,Yes,Yes,125962,0
2175,Heather,Thorpe,646,France,Male,26,4,139848.17,1,Yes,No,164696,0
2176,Ted,Tuan,757,Germany,Female,34,9,101861.36,2,No,No,187012,0
2177,Stella,Inman,699,Spain,Male,35,2,167455.66,2,Yes,Yes,55324,0
2178,Arthur,Hanson,667,France,Female,24,4,,2,No,Yes,34336,0
2179,Lucia,MacDonald,774,Spain,Female,43,1,116360.07,1,Yes,No,17004,0
2180,Robert,Parkes,745,Spain,Male,40,3,88466.82,1,No,No,116331,0
2181,Victoria,Stanley,649,France,Female,42,7,,2,No,Yes,22974,0
2182,Adison,Fischer,634,Germany,Female,46,5,123642.36,1,Yes,Yes,49725,1
2183,Alissa,Chinweuba,665,Spain,Male,38,9,,1,No,Yes,87413,0
2184,Cherry,Henning,713,France,Male,38,9,72286.84,2,Yes,Yes,26137,0
2185,Adele,Ogochukwu,652,France,Female,40,1,,2,Yes,No,126555,0
2186,Vanessa,Narelle,739,Spain,Male,40,1,109681.61,1,Yes,Yes,193321,0
2187,Leonardo,Bergman,556,Germany,Male,37,9,145018.64,2,Yes,No,90928,1
2188,Daryl,Sagese,699,Spain,Male,34,8,,1,Yes,Yes,76510,0
2189,Fiona,Anenechi,708,Spain,Female,32,8,187487.63,1,Yes,Yes,120116,0
2190,Melissa,Palerma,480,France,Male,35,2,165692.91,1,Yes,Yes,197985,0
2191,Kellan,Okwudilichukwu,700,Germany,Female,59,5,137648.41,1,Yes,No,142977,1
2192,Carl,Harrison,525,Spain,Female,47,6,118560,1,Yes,No,82523,1
2193,Kate,Jamieson,845,France,Male,33,8,164385.53,1,Yes,No,150665,0
2194,Chelsea,Goodman,613,France,Male,37,9,108286.5,1,Yes,Yes,114153,0
2195,Carlos,Ko,850,France,Female,34,2,,2,Yes,Yes,171707,0
2196,Michelle,Norman,798,Spain,Female,58,9,,2,No,No,119072,1
2197,Dale,Ugochukwutubelum,773,Germany,Male,47,2,118079.47,4,Yes,Yes,143007,1
2198,Arianna,Uvarova,614,Spain,Male,35,2,127283.78,1,Yes,Yes,31302,0
2199,Jasmine,Chia,473,Spain,Male,48,8,,2,Yes,No,71140,0
2200,Dexter,Piazza,762,France,Male,29,6,141389.06,1,Yes,No,54123,0
2201,Carl,Power,701,France,Male,37,8,130091.5,1,Yes,Yes,120031,0
2202,Adrian,P'eng,600,France,Male,35,4,143744.77,2,Yes,No,104077,0
2203,Aida,Johnson,850,Spain,Male,28,9,97408.03,1,Yes,Yes,175854,0
2204,Anna,Walker,613,Spain,Male,30,9,111927.45,1,Yes,Yes,175796,0
2205,Heather,Innes,509,France,Male,31,3,,2,Yes,No,15361,0
2206,Ted,Francis,509,Spain,Male,38,2,,1,No,No,168460,0
2207,Stella,Chidozie,609,France,Male,34,1,,1,Yes,Yes,181178,0
2208,Arthur,Mackenzie,456,France,Female,33,1,188285.68,1,No,No,58364,0
2209,Lucia,Craigie,728,France,Female,46,2,109705.52,1,Yes,No,20277,1
2210,Robert,Manfrin,663,Spain,Male,33,9,,2,No,No,91515,0
2211,Victoria,Onyekachi,673,Germany,Female,34,1,127122.79,3,No,Yes,76703,0
2212,Adison,Pethard,717,France,Male,40,0,98241.04,1,Yes,No,110887,0
2213,Alissa,Nwabugwu,741,Germany,Female,37,8,170840.08,2,No,No,109843,0
2214,Cherry,DeRose,498,Germany,Female,41,4,87541.06,2,Yes,Yes,12577,1
2215,Adele,Ch'eng,850,France,Female,26,4,62610.96,2,No,Yes,179365,0
2216,Vanessa,Padovesi,493,France,Male,36,9,,2,Yes,Yes,65817,0
2217,Leonardo,Obielumani,686,France,Female,47,5,113328.93,1,Yes,No,124171,0
2218,Daryl,Stephens,666,Spain,Male,35,2,104832.49,1,Yes,No,175015,0
2219,Fiona,Emery,733,Spain,Female,31,9,102289.85,1,Yes,Yes,115442,0
2220,Melissa,Dufresne,631,Germany,Female,34,6,125227.82,2,No,Yes,128247,0
2221,Kellan,Lee,714,Germany,Female,49,5,140510.89,1,Yes,No,141915,0
2222,Carl,Hsing,767,Germany,Female,35,6,132253.22,1,Yes,No,115567,1
2223,Kate,Longo,711,Germany,Male,43,2,39043.29,2,Yes,Yes,175424,0
2224,Chelsea,Vial,722,France,Male,34,8,,2,Yes,Yes,133447,0
2225,Carlos,Chukwudi,631,Spain,Male,55,9,99685.06,1,Yes,No,114475,0
2226,Michelle,Grant,701,Germany,Male,38,3,125385.49,2,No,Yes,52045,0
2227,Dale,Ma,790,Spain,Male,46,2,131365.37,2,Yes,Yes,180291,0
2228,Arianna,Sun,633,Spain,Male,58,6,98308.51,1,Yes,Yes,132034,0
2229,Jasmine,Moss,644,France,Female,37,8,,2,Yes,No,20969,0
2230,Dexter,Booth,757,Spain,Male,44,5,140856.16,2,Yes,No,158735,0
2231,Carl,Ross,696,France,Female,30,8,,2,Yes,Yes,196134,0
2232,Adrian,Ndukaku,746,France,Male,35,2,172274.01,1,Yes,No,22375,0
2233,Aida,Pruneda,649,Spain,Male,36,8,,2,Yes,No,161668,0
2234,Anna,Neumann,565,Spain,Male,38,0,122447.76,1,No,No,67339,0
2235,Heather,Calabrese,720,France,Female,38,10,,2,Yes,Yes,56230,1
2236,Ted,Yobachukwu,648,Spain,Female,56,6,157559.59,2,Yes,No,140991,1
2237,Dexter,Tung,632,Germany,Male,41,3,126550.7,1,No,No,177645,1
2238,Carl,Marchesi,622,France,Female,30,2,158584.82,3,Yes,No,142343,1
2239,Adrian,Hess,835,France,Male,28,2,163569.61,2,Yes,Yes,154559,0
2240,Aida,Pickering,493,France,Female,31,3,,1,Yes,Yes,176570,1
2241,Anna,Mazzi,785,Germany,Female,33,6,127211.45,1,No,No,191962,0
2242,Heather,Madukaego,681,Germany,Male,42,3,118199.97,2,Yes,No,9453,1
2243,Ted,Trentino,621,Germany,Female,30,2,101014.08,2,Yes,Yes,165257,0
2244,Stella,Paterson,756,Spain,Male,38,6,119208.85,1,Yes,No,169764,1
2245,Arthur,Marchesi,515,France,Female,66,6,,2,Yes,Yes,160663,0
2246,Lucia,Anayolisa,625,France,Female,58,10,53772.73,1,Yes,Yes,192072,1
2247,Robert,Poole,717,Spain,Female,39,6,,2,Yes,No,93276,0
2248,Victoria,Zhou,595,Germany,Female,41,2,138878.81,1,No,Yes,112270,0
2249,Adison,Bates,539,Spain,Female,37,1,130922.81,2,No,No,2187,0
2250,Alissa,Olejuru,762,France,Male,35,9,,2,Yes,Yes,43076,0
2251,Cherry,Bustard,706,Spain,Male,20,8,,2,Yes,Yes,12368,0
2252,Adele,Wade,677,Spain,Female,25,8,130866.19,1,Yes,No,42410,0
2253,Vanessa,Tan,733,Germany,Female,33,7,187257.94,1,No,Yes,190431,0
2254,Leonardo,Ngozichukwuka,684,Spain,Female,41,7,,1,Yes,Yes,138394,0
2255,Daryl,Calabrese,679,France,Male,36,6,147733.64,1,No,Yes,172501,0
2256,Fiona,Lane,478,Spain,Male,43,1,,2,Yes,Yes,197916,0
2257,Melissa,Forbes,696,France,Male,33,2,163139.27,1,Yes,Yes,7035,0
2258,Kellan,Davy,686,Spain,Female,35,4,,2,Yes,Yes,159677,0
2259,Carl,Ma,466,France,Female,36,5,119540.15,1,No,Yes,80604,0
2260,Kate,Barrera,686,France,Female,41,4,129553.76,2,Yes,No,187600,0
2261,Chelsea,Alexander,576,France,Male,55,9,,2,Yes,Yes,94451,0
2262,Carlos,Ngozichukwuka,763,Germany,Female,61,1,66101.89,1,Yes,Yes,143981,0
2263,Michelle,Murray,572,France,Male,43,2,140431.98,1,Yes,No,26451,1
2264,Dale,Hall,757,France,Female,49,2,,2,No,No,164483,0
2265,Arianna,Padovesi,582,France,Female,29,0,,1,Yes,Yes,84013,0
2266,Jasmine,Lysaght,623,France,Female,35,5,,2,Yes,No,101192,0
2267,Dexter,Kelechi,617,Germany,Female,37,4,116471.43,2,Yes,No,175325,1
2268,Carl,Nebechi,425,France,Male,39,4,,2,Yes,No,197226,0
2269,Adrian,Hanson,659,France,Female,56,9,123785.24,1,Yes,No,99504,1
2270,Aida,Kao,605,France,Female,33,4,,2,No,Yes,83701,0
2271,Anna,Tu,538,France,Female,38,8,88758.95,2,No,No,28226,1
2272,Heather,Palerma,665,Germany,Male,25,5,153611.83,2,Yes,No,35322,0
2273,Ted,Fallaci,491,Germany,Female,57,4,112044.72,1,Yes,Yes,41230,1
2274,Stella,Shen,726,Spain,Female,27,7,123826.07,1,No,Yes,78971,0
2275,Arthur,Ts'ui,580,France,Female,65,9,106804.26,3,Yes,No,107891,1
2276,Lucia,Chikezie,550,France,Female,48,6,,2,Yes,Yes,191870,0
2277,Robert,He,542,France,Female,59,2,68892.77,2,Yes,No,7905,1
2278,Victoria,Dreyer,732,France,Female,43,6,,2,Yes,No,65732,0
2279,Adison,Short,473,France,Female,33,5,125827.43,1,No,Yes,145699,0
2280,Alissa,Hunt,745,Spain,Male,34,9,,2,Yes,No,50046,0
2281,Cherry,Ricci,732,France,Male,36,7,,2,Yes,Yes,60830,0
2282,Adele,Teng,848,Germany,Female,40,5,148495.64,1,No,No,158854,0
2283,Vanessa,Ijendu,572,France,Male,37,1,133043.66,1,No,No,111243,0
2284,Leonardo,Kibby,702,France,Male,45,9,74989.58,1,Yes,Yes,171015,0
2285,Daryl,Obiuto,664,Germany,Male,39,7,60263.23,1,Yes,No,170835,0
2286,Fiona,Ramos,630,Germany,Male,50,3,129370.91,4,Yes,Yes,47775,1
2287,Melissa,Calabrese,618,Germany,Male,44,5,157955.83,2,No,No,139298,0
2288,Kellan,Vasin,556,France,Male,26,4,,1,Yes,No,195167,0
2289,Carl,Munro,619,France,Female,30,7,70729.17,1,Yes,Yes,160949,0
2290,Kate,Keeley,644,France,Male,48,8,,2,No,Yes,44966,1
2291,Chelsea,Archer,658,Spain,Male,50,2,,2,Yes,No,52138,0
2292,Carlos,Murray,598,Spain,Male,27,8,90721.52,2,Yes,No,109296,0
2293,Michelle,Chidiegwu,677,France,Male,27,2,,2,Yes,Yes,20093,0
2294,Dale,Tang,689,Spain,Female,45,0,57784.22,1,Yes,No,197804,1
2295,Arianna,Farrar,591,France,Male,33,9,131765.72,1,Yes,No,118782,0
2296,Jasmine,Shaw,699,France,Male,40,7,,1,No,Yes,152876,1
2297,Dexter,Napolitani,749,Germany,Male,47,9,110022.74,1,No,Yes,135655,1
2298,Carl,Greenhalgh,709,France,Female,40,9,131569.63,1,Yes,Yes,103971,0
2299,Adrian,Martin,607,Germany,Male,61,2,164523.5,2,Yes,Yes,35787,0
2300,Aida,Hu,650,Germany,Female,25,2,114330.95,1,Yes,Yes,25325,0
2301,Anna,Y?an,651,Spain,Female,45,10,135923.16,1,Yes,No,18733,0
2302,Heather,Odili,676,France,Female,61,8,,2,Yes,Yes,118523,0
2303,Ted,H?,723,France,Female,49,4,,2,No,Yes,89972,0
2304,Dexter,Chiemela,714,Spain,Male,45,0,124693.48,1,No,Yes,187194,0
2305,Carl,Yuan,759,Spain,Female,35,7,147936.42,1,Yes,Yes,106786,0
2306,Adrian,Clements,582,France,Male,29,0,,1,Yes,No,142516,0
2307,Aida,Kolesnikov,697,France,Female,34,2,126558.92,1,Yes,No,73334,0
2308,Anna,Rutherford,610,Germany,Male,57,6,106938.11,2,No,Yes,186612,0
2309,Heather,Hsiung,488,Germany,Female,33,4,140002.35,1,Yes,No,123614,0
2310,Ted,Angelo,599,Germany,Male,46,9,123444.72,1,Yes,Yes,31368,1
2311,Stella,Mendes,781,France,Male,32,6,147107.91,1,Yes,Yes,40067,0
2312,Arthur,McGregor,645,France,Male,19,9,128514.84,1,No,No,175969,0
2313,Lucia,Bronner,545,France,Female,55,5,,1,No,No,10035,1
2314,Robert,Mironova,597,Germany,Female,40,9,106756.01,2,Yes,No,151168,0
2315,Victoria,Ku,561,Spain,Female,28,3,,2,Yes,No,191388,0
2316,Adison,Evans,662,France,Female,37,6,,2,Yes,No,51229,0
2317,Alissa,Henderson,649,Germany,Female,50,5,155393.32,1,Yes,Yes,87351,1
2318,Cherry,Smith,630,France,Female,36,2,110414.48,1,Yes,Yes,48985,0
2319,Adele,Russell,672,Spain,Male,33,2,,2,Yes,Yes,182738,0
2320,Vanessa,Sun,636,Germany,Female,37,9,157098.52,1,Yes,Yes,153535,0
2321,Leonardo,McDonald,593,Germany,Female,38,5,85626.6,1,Yes,Yes,125080,0
2322,Daryl,Wong,545,Germany,Male,45,6,93796.42,2,Yes,Yes,162321,0
2323,Fiona,Niu,567,Spain,Female,41,1,,2,Yes,No,3415,0
2324,Melissa,Fanucci,583,France,Male,51,6,125268.03,2,Yes,No,165082,0
2325,Kellan,Zetticci,681,France,Female,29,2,148143.84,1,Yes,Yes,52021,0
2326,Carl,Hsia,762,Spain,Male,29,10,115545.33,2,Yes,No,148256,0
2327,Kate,McIntosh,648,Spain,Male,35,7,,2,No,No,122899,0
2328,Chelsea,Kozlova,644,France,Male,30,5,44928.88,1,Yes,Yes,10771,0
2329,Carlos,Meany,706,Spain,Male,29,2,,2,Yes,Yes,18256,0
2330,Michelle,Thompson,850,France,Male,35,3,162442.35,1,Yes,No,183567,0
2331,Dale,Le Gallienne,484,Spain,Female,39,5,,2,Yes,Yes,175224,0
2332,Arianna,Cheng,508,Germany,Male,28,0,96213.82,2,Yes,No,147914,0
2333,Jasmine,P'eng,439,France,Female,29,6,156569.43,1,Yes,No,180599,0
2334,Dexter,Lloyd,484,Spain,Male,36,8,,2,Yes,No,186136,0
2335,Carl,Wheeler,803,Spain,Female,37,1,,2,No,No,7455,0
2336,Adrian,Christie,724,Germany,Female,48,6,110463.25,2,Yes,Yes,80552,1
2337,Aida,He,640,France,Male,33,7,154575.76,1,Yes,No,25722,1
2338,Anna,King,701,Spain,Female,35,9,,2,No,No,170997,0
2339,Heather,Favors,537,France,Male,37,3,,2,Yes,Yes,20603,0
2340,Ted,Vida,651,Germany,Male,26,5,147037.32,1,No,No,141763,0
2341,Stella,Thomas,523,Germany,Male,41,0,119276.31,1,No,No,122284,1
2342,Arthur,Wayn,717,France,Female,25,7,108664.85,2,Yes,No,190012,0
2343,Lucia,Tan,593,Spain,Male,44,5,,1,Yes,No,128047,0
2344,Robert,Gibson,706,Germany,Male,38,5,163034.82,2,Yes,Yes,135662,0
2345,Victoria,Y?,714,Germany,Female,49,4,93059.34,1,Yes,No,7572,1
2346,Adison,Calabresi,794,Spain,Male,38,9,179581.31,1,Yes,No,23596,0
2347,Alissa,Enyinnaya,518,Germany,Male,46,4,113625.93,1,No,No,92727,1
2348,Cherry,Ritchie,589,Germany,Male,55,7,119961.48,1,Yes,No,65157,1
2349,Adele,Chia,824,France,Male,45,3,129209.48,1,No,No,60152,0
2350,Vanessa,Wang,719,Germany,Female,42,5,137227.04,3,Yes,No,149097,1
2351,Leonardo,Lorenzo,617,Germany,Female,58,3,119024.75,2,Yes,No,35199,1
2352,Daryl,Pai,651,France,Male,35,7,74623.5,3,Yes,No,129451,1
2353,Fiona,Nuttall,637,Spain,Female,45,2,157929.45,1,Yes,Yes,145134,1
2354,Melissa,Osborne,554,France,Female,26,7,92606.86,2,Yes,No,192710,0
2355,Kellan,Ferri,731,Germany,Male,35,2,127862.93,2,Yes,No,139084,0
2356,Carl,Hamilton,569,Spain,Female,42,1,,1,Yes,Yes,83630,1
2357,Kate,McEwan,625,Germany,Female,37,4,142711.81,1,Yes,No,35625,0
2358,Chelsea,Lai,592,France,Female,38,4,,2,Yes,No,35339,0
2359,Carlos,Hs?,669,France,Male,43,1,163159.85,1,No,Yes,15603,0
2360,Michelle,Thompson,663,Germany,Male,32,3,108586.86,1,Yes,Yes,182355,0
2361,Dale,Boyd,518,Germany,Female,41,5,110624.99,1,Yes,No,89328,0
2362,Arianna,Trevisani,686,Germany,Female,43,5,154846.24,2,Yes,Yes,151904,0
2363,Jasmine,Lucciano,709,Germany,Male,45,4,122917.71,1,Yes,Yes,12,1
2364,Dexter,Holman,571,France,Female,33,9,,2,No,Yes,77520,0
2365,Carl,Bazhenov,707,France,Female,31,2,82787.93,2,No,No,91424,0
2366,Adrian,Douglas,701,Germany,Male,32,5,102500.34,1,No,No,106288,0
2367,Aida,Hill,672,France,Male,34,9,,2,Yes,No,161801,0
2368,Anna,Lo,620,Germany,Male,39,9,159492.79,1,Yes,No,80582,1
2369,Heather,Forbes,557,Spain,Male,48,10,,2,Yes,Yes,185094,0
2370,Ted,Lin,648,Spain,Female,54,7,118241.02,1,Yes,No,172587,1
2371,Dexter,Sinclair,479,France,Female,35,2,113090.4,1,Yes,No,195650,0
2372,Carl,Kemp,730,France,Female,22,9,65763.57,1,Yes,Yes,145792,0
2373,Adrian,Ebelegbulam,737,Germany,Female,43,1,125537.38,1,Yes,No,138510,1
2374,Aida,Woods,616,France,Male,31,3,94263.91,2,Yes,No,168895,0
2375,Anna,Genovese,639,Spain,Male,29,4,133434.57,2,Yes,No,97983,0
2376,Heather,Tseng,815,Spain,Female,39,6,,1,Yes,Yes,85168,0
